TCID;ID;Title;Description;Author;Importance;Pos/Neg;Automation;TCMS Case ID;#;Step;Expected Result;Type;_polarion
1283;;;;;;;;;2;# virsh start rhel7;​​;;RedHatEnterpriseLinux7/RHEL7-58778
1283;;;;;;;;;3;"In guest, adjust hwclock forward by 10 mins via a script(named ""addsecs"", in the attachment).
 
 # hwclock;date
 
 # ./addsecs 600
 
 # hwclock;date
​​";"After adjust hwclock by script, the hwclock time is 10 mins ahead of date.
 
 Output:
 # hwclock;date
 Mon 27 Jun 2016 04:22:06 PM CST -0.636120 seconds
 Mon Jun 27 16:22:05 CST 2016
 
 # ./addsecs 600
 
 # hwclock;date
 Mon 27 Jun 2016 04:32:21 PM CST -0.727867 seconds
 Mon Jun 27 16:22:20 CST 2016";;RedHatEnterpriseLinux7/RHEL7-58778
1283;;;;;;;;;4;"Check the time offset in domain dumpxml:
 # virsh dumpxml rhel7.2-min
​​";"The adjustment value is added 600 approximatively.
 
 Output:
 ... 
 <clock offset='variable' adjustment='1198' basis='utc'/>";;RedHatEnterpriseLinux7/RHEL7-58778
1283;;;;;;;;;5;"Do migration:
 # virsh migrate rhel7.2-min qemu+ssh://hp-dl385g7-05.lab.eng.pek2.redhat.com/system --live --verbose 
​​";​​;;RedHatEnterpriseLinux7/RHEL7-58778
1283;;;;;;;;;6;"Check the clock adjustment in domain dumpxml on target host:
 # virsh dumpxml rhel7.2-min
​​";"The adjustment value is same as before migration.
 
 Output:
 ... 
 <clock offset='variable' adjustment='1198' basis='utc'/>
​​";;RedHatEnterpriseLinux7/RHEL7-58778
1283;;;;;;;;;7;"In guest:
 # hwclock;date
 
​​";"The hwclock time and date time are continued seamlessly. 
 
 For example, in my case:
 hwclock is about 20 mins ahead of the real time
 date is about 10 mins ahead of the real time.
 
 Output:
 Mon 27 Jun 2016 04:36:21 PM CST -0.737651 seconds
 Mon Jun 27 16:26:20 CST 2016
​​";;RedHatEnterpriseLinux7/RHEL7-58778
1284;RHEL7-58978;[virtual Networks] Start a guest with non-exists rom file - bug 1335534; Start a guest with non-exists rom file;Yalan Zhang (yalzhang);Low;Negative;Not Automated;;1;"1. Start a guest with cpu feature defined.
 # virsh dumpxml rh7.2
 ....
  <cpu mode='custom' match='exact'>
     <model fallback='allow'>Penryn</model>
     <vendor>Intel</vendor>
     <feature policy='require' name='osxsave'/>
     <feature policy='require' name='xsave'/>
     <feature policy='require' name='pdcm'/>
     <feature policy='require' name='xtpr'/>
     <feature policy='require' name='tm2'/>
     <feature policy='require' name='est'/>
     <feature policy='require' name='vmx'/>
     <feature policy='require' name='ds_cpl'/>
     <feature policy='require' name='monitor'/>
     <feature policy='require' name='dtes64'/>
     <feature policy='require' name='pbe'/>
     <feature policy='require' name='tm'/>
     <feature policy='require' name='ht'/>
     <feature policy='require' name='ss'/>
     <feature policy='require' name='acpi'/>
     <feature policy='require' name='vme'/>
   </cpu>
 ....
    <interface type='network'>
       <mac address='52:54:00:cc:cb:46'/>
       <source network='default'/>
       <model type='virtio'/>
       <rom bar='on' file='/usr/share/ipxe/1af41000.rom'/>
       <address type='pci' domain='0x0000' bus='0x00' slot='0x03' function='0x0'/>
     </interface>
 .......
 # virsh start rh7.2
 Domain rh7.2 started
 
 
​​";"You can use below steps to get the feature policy
 # virsh capabilities > cap.xml
 # virsh cpu-baseline cap.xml
 and you will get the capabilities supported by the host, then copy it into the guest's xml.
 
 Guest can start successfully.
​​";Test Case;RedHatEnterpriseLinux7/RHEL7-58978
1284;;;;;;;;;2;"2. Destroy the guest, then edit the rom file path in the interface section to a non-exists one, and start the guest.
 # virsh destroy rh7.2
 # virsh edit rh7.2
 
 # virsh dumpxml rh7.2 | grep ""rom bar""
       <rom bar='on' file='/usr/ssssjdffdfd.rom'/>
 
 # virsh start rh7.2
​​";"The error message should include something about failed to find the rom file, like
 ""-device virtio-net-pci,netdev=hostnet0,id=net0,mac=52:54:00:cc:cb:46,bus=pci.0,addr=0x3,rombar=1,romfile=/usr/ssssjdffdfd.rom: failed to find romfile ""/usr/ssssjdffdfd.rom""""
​​";;RedHatEnterpriseLinux7/RHEL7-58978
1285;RHEL7-58989;[migrate] [--live] - Live migrate domain to another host with shared image.;Live migrate domain to another host with shared image.;Fangge Jin (fjin);Medium;Positive;Not Automated;;1;"On source machine A:
 
 Prepare a guest that uses the shared image:
 # virsh dumpxml rhel7
     <disk type='file' device='disk'>
       <driver name='qemu' type='qcow2' cache='none' />
       <source file='/nfs/fjin/rhel7.2.qcow2'/>
       <target dev='vda' bus='virtio'/>
     </disk>
 
 # virsh domblklist rhel7.2
 Target     Source
 ------------------------------------------------
 vda        /nfs/fjin/rhel7.2.qcow2
 
 # virsh start rhel7.2
​​";​​;Test Case;RedHatEnterpriseLinux7/RHEL7-58989
1285;;;;;;;;;2;"Do migration:
 virsh migrate rhel7 qemu+ssh://<machine b's IP>/system --live --verbose
 Migration: [100%]
​​";"You can see the migration process before migration completes
​​";;RedHatEnterpriseLinux7/RHEL7-58989
1285;;;;;;;;;3;"After migration completes, on machine A:
 # virsh list --all
  Id    Name                           State
 ----------------------------------------------------
  -     rhel7.2                        shut off
 
​​";​​;;RedHatEnterpriseLinux7/RHEL7-58989
1285;;;;;;;;;4;"On machine B:
 # virsh list --all
  Id    Name                           State
 ----------------------------------------------------
  -     rhel7.2                       running";"Do some operation inside guest, guest works well on machine B.
​​";;RedHatEnterpriseLinux7/RHEL7-58989
1286;RHEL7-58990;[migrate] [--copy-storage-all] - Live migrate domain to another host without shared image.;"Bug 1219541 - virsh migrate --copy-storage-all fails to preserve sparse disk image 
 Bug 1371749 - virsh migrate --copy-storage-all genrates a qcow2v2 image on target even if qcow2v3 image is used on source";Fangge Jin (fjin);Medium;Positive;Not Automated;;1;"On both source machine A and target machine B:
 
 1) prepare a storage pool
 # virsh pool-list
  Name                 State      Autostart 
 -------------------------------------------
  default              active     yes      
 
 
 2) prepare a volume in the storage pool:
 # virsh vol-list default
  Name                 Path                                    
 ------------------------------------------------------------------------------
  rhel7.2.qcow2        /var/lib/libvirt/images/rhel7.2.qcow2   
 
​​";​​;Test Case;RedHatEnterpriseLinux7/RHEL7-58990
1286;;;;;;;;;2;"On source machine A, prepare a running guest that uses a volume in the storage pool.
 
 # virsh domblklist mig
 Target     Source
 ------------------------------------------------
 vda        /var/lib/libvirt/images/rhel7.2.qcow2
 
 
 # virsh start mig
 
 # virsh list
 13 mig running";"
 
​​";;RedHatEnterpriseLinux7/RHEL7-58990
1286;;;;;;;;;3;"Do migration with --copy-storage-all: migration with non-shared storage with full disk copy:
 #virsh migrate --copy-storage-all mig qemu+ssh://10.66.6.38/system --live
​​";"The command will cost a long time. Please be patient.
​​";;RedHatEnterpriseLinux7/RHEL7-58990
1286;;;;;;;;;4;"After migration completes:
 
 On source machine A:
 #virsh list --all
 Id Name State
 ----------------------------------------------------
 - mig shut off
​​";​​;;RedHatEnterpriseLinux7/RHEL7-58990
1286;;;;;;;;;5;"On target machine B:
 # virsh list --all
 Id Name State
 ----------------------------------------------------
 11 mig running";Guest works well on target host.;;RedHatEnterpriseLinux7/RHEL7-58990
1286;;;;;;;;;6;"On target machine B:
 # qemu-img info /var/lib/libvirt/images/rhel7.2.qcow2
 image: /var/lib/libvirt/images/rhel7.2.qcow2
 file format: qcow2
 virtual size: 9.0G (9663676416 bytes)
 disk size: 3.7G
 cluster_size: 65536
 Format specific information:
     compat: 1.1
     lazy refcounts: true
     refcount bits: 16
     corrupt: false
​​";"The image info should be same on source and target host
 
 
​​";;RedHatEnterpriseLinux7/RHEL7-58990
1287;RHEL7-58995;[migrate-postcopy] - Switch to post-copy during pre-copy migration using the migrate-postcopy command;;Fangge Jin (fjin);Medium;Positive;Automated;;1;" On KVM hypervisor
 1, Select two machine with the same CPU types"; All operations should complete successfully;Test Case;RedHatEnterpriseLinux7/RHEL7-58995
1287;;;;;;;;;2;"define a guest with full xml
 refer link: https://mojo.redhat.com/docs/DOC-1004284
";no error;;RedHatEnterpriseLinux7/RHEL7-58995
1287;;;;;;;;;3;start guest, use virt-viewer to connect the guest;the guest can be started successfully;;RedHatEnterpriseLinux7/RHEL7-58995
1287;;;;;;;;;4;"make some load within the guest(using stress tools)
​​";"
​​";;RedHatEnterpriseLinux7/RHEL7-58995
1287;;;;;;;;;5;"do migration with post-copy enabled
 #virsh migrate $guest_name --live qemu+ssh://target_ip/system --verbose --unsafe --postcopy
​​";"
​​";;RedHatEnterpriseLinux7/RHEL7-58995
1287;;;;;;;;;6;"when migration in progress, open another console to run:
 #virsh migrate-postcopy $guest
​​";"verify target guest start immediately
 verify migrate complete successfully
 verify virt-viewer does not disconnect to the guest

";;RedHatEnterpriseLinux7/RHEL7-58995
1288;RHEL7-59055;[panic device] Test a domain with 247-character name-length - panic device;"Test a domain with 247-character name-length - panic device
            
";Fangge Jin (fjin);Medium;Positive;Not Automated;;1;"1)Prepare a domain xml with 247-character domain name length and panic device:
 # cat /tmp/rhel7.2-1030.xml
  <name>1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111</name>
   <on_crash>coredump-restart</on_crash>
   <devices>
 ...
     <panic model='isa'>
       <address type='isa' iobase='0x505'/>
     </panic>

";​​;Test Case;RedHatEnterpriseLinux7/RHEL7-59055
1288;;;;;;;;;2;"2) Define&Start guest
 # virsh define /tmp/rhel7.2-1030.xml
 # virsh start 1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111";​​;;RedHatEnterpriseLinux7/RHEL7-59055
1288;;;;;;;;;3;"3) In guest, crash guest by:
 # echo c >/proc/sysrq-trigger";​​;;RedHatEnterpriseLinux7/RHEL7-59055
1288;;;;;;;;;4;"4)) Guest will generate a dump file and restarts:
 # ll /var/lib/libvirt/qemu/dump/30-11111111111111111111-2016-05-05-21\:01\:06 
 -rw-------. 1 root root 1394749088 5月   5 21:01 /var/lib/libvirt/qemu/dump/30-11111111111111111111-2016-05-05-21:01:06";​​;;RedHatEnterpriseLinux7/RHEL7-59055
1289;RHEL7-59057;Test a domain with special characters in domain name - starting with '.';"Bug 1333248 - Libvirt rejects object name starting with '.'
";Fangge Jin (fjin);Medium;Positive;Not Automated;;1;" prepare a domain for example with '.'
 in character
 
 #virsh define rhel76.xml
 # virsh list --all
​​";"  Id    Name                           State
 ----------------------------------------------------
 
  -     rhel7.6                        shut off
 
​​";Test Case;RedHatEnterpriseLinux7/RHEL7-59057
1289;;;;;;;;;2;"Create:
 #virsh create rhel76.xml
​​";"Domain rhel7.6 created from test.xml
 
​​";;RedHatEnterpriseLinux7/RHEL7-59057
1290;RHEL7-59058;Test a domain with special characters in domain name - ',' and '=';"Bug 639926 - libvirt qemu driver should disallow domain names containing comma
 Bug 1276485 - qemu: VM name can't contain '='";Fangge Jin (fjin);Medium;Positive;Not Automated;;1;Scenario 1: include ',' in domain name;​​;Test Case;RedHatEnterpriseLinux7/RHEL7-59058
1290;;;;;;;;;2;"0.
 Set vnc_auto_unix_socket=1 in qemu.conf and restart libvirtd service
 # systemctl restart libvirtd
 
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59058
1290;;;;;;;;;3;"1. Prepare a domain xml with 248-character domain name length, guest agent and vnc graphic device:
 # cat /tmp/rhel7,2.xml
  <name>rhel7,2</name>
   <devices>
 ...
     <channel type='unix'>
       <source mode='bind'/>
       <target type='virtio' name='org.qemu.guest_agent.0'/>
       <address type='virtio-serial' controller='0' bus='0' port='2'/>
     </channel>
     <graphics type='vnc' autoport='yes'/>";​​;;RedHatEnterpriseLinux7/RHEL7-59058
1290;;;;;;;;;4;"2. Define guest from the xml:
 # virsh define /tmp/rhel7,2.xml 
 Domain rhel7,2 defined from /tmp/rhel7,2.xml";​​;;RedHatEnterpriseLinux7/RHEL7-59058
1290;;;;;;;;;5;"3. # virsh start rhel7,2
 Domain rhel7,2 started";​​;;RedHatEnterpriseLinux7/RHEL7-59058
1290;;;;;;;;;6;"4. Check qemu command line:
 # ps aux|grep ""rhel7,,2""";"The qemu command line arguments that relates to domain name are escaped with a comma.
 ...
 -name guest=rhel7,,2,debug-threads=on
 -object secret,id=masterKey0,format=raw,file=/var/lib/libvirt/qemu/domain-6-rhel7,,2/master-key.aes
 -chardev socket,id=charmonitor,path=/var/lib/libvirt/qemu/domain-6-rhel7,,2/monitor.sock,server,nowait
 -chardev socket,id=charchannel1,path=/var/lib/libvirt/qemu/channel/target/domain-6-rhel7,,2/org.qemu.guest_agent.0,server,nowait
 -vnc unix:/var/lib/libvirt/qemu/domain-6-rhel7,,2/vnc.sock";;RedHatEnterpriseLinux7/RHEL7-59058
1290;;;;;;;;;7;"5. Check guest agent:
 # ll /var/lib/libvirt/qemu/channel/target/domain-6-rhel7,2/org.qemu.guest_agent.0 
 srwxrwxr-x. 1 qemu qemu 0 7月   4 11:23 /var/lib/libvirt/qemu/channel/target/domain-6-rhel7,2/org.qemu.guest_agent.0
 
 # virsh domtime rhel7,2
 Time: 1467603370";​​;;RedHatEnterpriseLinux7/RHEL7-59058
1290;;;;;;;;;8;"6. Check guest graphic:
 # ll /var/lib/libvirt/qemu/domain-6-rhel7,2/vnc.sock 
 srwxrwxr-x. 1 qemu qemu 0 7月   4 11:23 /var/lib/libvirt/qemu/domain-6-rhel7,2/vnc.sock
 
 # virt-viewer rhel7,2";Guest can be connected by virt-viewer successfully;;RedHatEnterpriseLinux7/RHEL7-59058
1290;;;;;;;;;9;Scenario 2: include '=' in domain name;​​;;RedHatEnterpriseLinux7/RHEL7-59058
1290;;;;;;;;;10;"Retest step 1~6 with domain name: foo=1
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59058
1291;RHEL7-59068;Test a domain with special characters in domain name - non-english/number characters;"Bug 639599 - ""virt-xml-validate"" failed to validate guest domain configuration file if the domain name got a ""#"" in it .";Fangge Jin (fjin);Medium;Positive;Not Automated;;1;"# cat guest.xml
 <name>rhel62~!@#$%^*()\\-=[]{}|_+"":;'`,.>?</name>
​​";​​;Test Case;RedHatEnterpriseLinux7/RHEL7-59068
1291;;;;;;;;;2;"# virt-xml-validate /tmp/guest.xml
 /tmp/guest.xml validates";​​;;RedHatEnterpriseLinux7/RHEL7-59068
1291;;;;;;;;;3;"# virsh define /tmp/xp.xml
 Domain rhel62~!@#$%^*()\\-=[]{}|_+"":;'`,.>? defined from /tmp/xp.xml";Domain define successfully;;RedHatEnterpriseLinux7/RHEL7-59068
1291;;;;;;;;;4;"# virsh list --all
 Id Name State
 \----------------------------------------------------
 rhel62~!@#$%^*()\\-=[]{}|_+"":;'`,.>?";"Domain is listed successfully
 
 
​​";;RedHatEnterpriseLinux7/RHEL7-59068
1291;;;;;;;;;5;"# virsh start rhel62~\\!\@#\$%\^\\*\\(\\)\\\\-\=\\[\\]\\{\\}\|_+\""\:\;\'\\`\,.\>\?
​​";"Note: some special characters should be escaped by ""\"" when start/undefine domain
​​";;RedHatEnterpriseLinux7/RHEL7-59068
1291;;;;;;;;;6;"# virsh undefine rhel62~\\!\@#\$%\^\\*\\(\\)\\\\-\=\\[\\]\\{\\}\|_+\""\:\;\'\\`\,.\>\?
 Domain rhel62~!@#$%^*()\\-=[]{}|_+"":;'`,.>? has been undefined";​​;;RedHatEnterpriseLinux7/RHEL7-59068
1292;RHEL7-59069;Test a domain with special characters in domain name - 'non-ACSII';Bug 1282846 - libvirt can not start a VM with non-ACSII or long names: Invalid machine name (from systemd);Fangge Jin (fjin);Medium;Positive;Not Automated;;1;"Set vnc_auto_unix_socket=1 in qemu.conf and restart libvirtd service
 # systemctl restart libvirtd";​​;Test Case;RedHatEnterpriseLinux7/RHEL7-59069
1292;;;;;;;;;2;"Prepare a guest xml with non-ASCII characters in domain name
 #cat rhel6_x86_64_kvm.xml
 <domain type='kvm'>
   <name>kīмсhīkīмсhīkīмсhī-∨м</name>
 --";​​;;RedHatEnterpriseLinux7/RHEL7-59069
1292;;;;;;;;;3;"# virsh define rhel6_x86_64_kvm.xml
 Domain kīмсhīkīмсhīkīмсhī-∨м defined from rhel6_x86_64_kvm.xml
 
 # virsh list --all
  Id    Name                           State
 ----------------------------------------------------
  -     kīмсhīkīмсhīkīмсhī-∨м   shut off";Domain define successfully and can be listed successfully;;RedHatEnterpriseLinux7/RHEL7-59069
1292;;;;;;;;;4;"# virsh start  kīмсhīkīмсhīkīмсhī-∨м
 Domain kīмсhīkīмсhīkīмсhī-∨м started";​​;;RedHatEnterpriseLinux7/RHEL7-59069
1292;;;;;;;;;5;"#virsh dumpxml  kīмсhīkīмсhīkīмсhī-∨м
 --
 
     <channel type='unix'>
       <source mode='bind' path='/var/lib/libvirt/qemu/channel/target/domain-6-kīмсhīkīмсhīkīмсhī-∨м/org.qemu.guest_agent.0'/>
       <target type='virtio' name='org.qemu.guest_agent.0' state='connected'/>
       <alias name='channel1'/>
       <address type='virtio-serial' controller='0' bus='0' port='2'/>
     </channel>
 --
     <graphics type='vnc' socket='/var/lib/libvirt/qemu/domain-6-kīмсhīkīмсhīkīмсhī-∨м/vnc.sock'>
       <listen type='address' address='127.0.0.1'/>
     </graphics>";​​;;RedHatEnterpriseLinux7/RHEL7-59069
1292;;;;;;;;;6;"Check the guest agent works well
 # virsh domtime kīмсhīkīмсhīkīмсhī-∨м --pretty
 Time: 2016-03-08 11:02:56";​​;;RedHatEnterpriseLinux7/RHEL7-59069
1292;;;;;;;;;7;"Connect the guest with the vnc viewer, could connect successfully
 # virt-viewer kīмсhīkīмсhīkīмсhī-∨м";​​;;RedHatEnterpriseLinux7/RHEL7-59069
1292;;;;;;;;;8;"Do managedsave/restore with the guest, it works well
 # virsh managedsave kīмсhīkīмсhīkīмсhī-∨м
 
 Domain kīмсhīkīмсhīkīмсhī-∨м state saved by libvirt
 
 # virsh start kīмсhīkīмсhīkīмсhī-∨м
 Domain kīмсhīkīмсhīkīмсhī-∨м started";​​;;RedHatEnterpriseLinux7/RHEL7-59069
1293;RHEL7-59081;[shutdown] - Shutdown a domain in paused status.;Bug 1216281 - Guest show blackscreen after resume the guest which paused by watchdog;Fangge Jin (fjin);Medium;Positive;Not Automated;;1;"1. Start a guest.
 # virsh start rhel7
 Domain rhel7 started
​​";​​;Test Case;RedHatEnterpriseLinux7/RHEL7-59081
1293;;;;;;;;;2;"2. # virsh suspend rhel7
 Domain rhel7 suspended";​​;;RedHatEnterpriseLinux7/RHEL7-59081
1293;;;;;;;;;3;"3. # virsh shutdown rhel7
 error: Failed to shutdown domain rhel7
 error: Requested operation is not valid: domain is not running
 
 # virsh list
  Id    Name                           State
 ----------------------------------------------------
  3     rhel7                          paused";​​;;RedHatEnterpriseLinux7/RHEL7-59081
1293;;;;;;;;;4;"4.# virsh resume rhel7
 Domain rhel7 resumed
​​";Guest doesn't show black screen and works well after resuming.;;RedHatEnterpriseLinux7/RHEL7-59081
1294;RHEL7-59108;[guestvcpus] Query or modify state of vcpu in the guest (via agent);Query or modify state of vcpu in the guest (via agent);Fangge Jin (fjin);High;Positive;Not Automated;;1;" 0. Define&start a guest with guest agent and 4 vcpus:
 # cat /tmp/rhel7.xml
 <domain>
 ...
    <vcpu placement='static'>4</vcpu>
 ...
 
 # virsh define /tmp/rhel7.xml
 
 # virsh start rhel7
​​";​​;Test Case;RedHatEnterpriseLinux7/RHEL7-59108
1294;;;;;;;;;2;"In guest, check cpu state:
 # lscpu
 
​​";"Output:
 ...
 CPU(s):                4
 On-line CPU(s) list:   0-3
 ...";;RedHatEnterpriseLinux7/RHEL7-59108
1294;;;;;;;;;3;"Scenario 1: query guest vpu state
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59108
1294;;;;;;;;;4;"# virsh guestvcpus rhel7
 vcpus          : 0-3
 online         : 0-3
 offlinable     : 0-3
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59108
1294;;;;;;;;;5;"Scenario 2: disable guest cpu
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59108
1294;;;;;;;;;6;"1) disable cpu 0
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59108
1294;;;;;;;;;7;# virsh guestvcpus rhel7 0 --disable;​​;;RedHatEnterpriseLinux7/RHEL7-59108
1294;;;;;;;;;8;"# virsh guestvcpus rhel7 
​​";"Output:
 
 vcpus          : 0-3
 online         : 1-3
 offlinable     : 0-3";;RedHatEnterpriseLinux7/RHEL7-59108
1294;;;;;;;;;9;"In guest, check cpu state:
 # lscpu
​​";"Output:
 ...
 CPU(s):                4
 On-line CPU(s) list:   1-3
 Off-line CPU(s) list:  0
 ...";;RedHatEnterpriseLinux7/RHEL7-59108
1294;;;;;;;;;10;"2) disable cpu 2-3
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59108
1294;;;;;;;;;11;# virsh guestvcpus rhel7 2-3 --disable;​​;;RedHatEnterpriseLinux7/RHEL7-59108
1294;;;;;;;;;12;"# virsh guestvcpus rhel7 
 
 
​​";"Output:
 
 vcpus          : 0-3
 online         : 1
 offlinable     : 0-3";;RedHatEnterpriseLinux7/RHEL7-59108
1294;;;;;;;;;13;"In guest, check cpu state:
 # lscpu
​​";"Output:
 ...
 CPU(s):                4
 On-line CPU(s) list:   1
 Off-line CPU(s) list:  0,2,3
 ...
​​";;RedHatEnterpriseLinux7/RHEL7-59108
1294;;;;;;;;;14;"3) diable cpu 1(the last only cpu)
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59108
1294;;;;;;;;;15;"# virsh guestvcpus rhel7 1 --disable
 error: internal error: unable to execute QEMU agent command 'guest-set-vcpus': pwrite(""/sys/devices/system/cpu/cpu1//online""): Device or resource busy
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59108
1294;;;;;;;;;16;"# virsh guestvcpus rhel7 
 vcpus          : 0-3
 online         : 1
 offlinable     : 0-3
​​";"Guest cpu state doesn't change
​​";;RedHatEnterpriseLinux7/RHEL7-59108
1294;;;;;;;;;17;"In guest, check cpu state:
 # lscpu";"Output:
 ...
 CPU(s):                4
 On-line CPU(s) list:   1
 Off-line CPU(s) list:  0,2,3
 ...";;RedHatEnterpriseLinux7/RHEL7-59108
1294;;;;;;;;;18;Scenario 3: enable guest cpu;​​;;RedHatEnterpriseLinux7/RHEL7-59108
1294;;;;;;;;;19;"1) enable cpu 0,2
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59108
1294;;;;;;;;;20;"# virsh guestvcpus rhel7 0,2 --enable
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59108
1294;;;;;;;;;21;"# virsh guestvcpus rhel7 
 vcpus          : 0-3
 online         : 0-2
 offlinable     : 0-3";​​;;RedHatEnterpriseLinux7/RHEL7-59108
1294;;;;;;;;;22;"In guest, check cpu state:
 # lscpu
​​";"Output:
 ...
 CPU(s):                4
 On-line CPU(s) list:   0-2
 Off-line CPU(s) list:  3
 ...";;RedHatEnterpriseLinux7/RHEL7-59108
1295;RHEL7-59110;[pool-event] List event types, or wait for storage pool events to occur;List event types, or wait for storage pool events to occur;Fangge Jin (fjin);Medium;Positive;Not Automated;;1; --list           list valid event types;​​;Test Case;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;2;"# virsh pool-event --list
 
​​";"Output:
 
 lifecycle
 refresh";;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;3;--event <string>  which event type to wait for;​​;;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;4;"In terminal one: 
 # virsh pool-event --event lifecycle
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;5;"In terminal two:
 # virsh pool-event --event refresh
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;6;"In terminal three:
 # virsh pool-define /tmp/default.xml
 Pool default defined from /tmp/default.xml
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;7;"Check terminal one output:
 
​​";"In terminal one, virsh command outputs the event ""Defined"" and exits.
 
 # virsh pool-event --event lifecycle
 event 'lifecycle' for storage pool default: Defined
 events received: 1";;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;8;Check terminal two output:;"Nothing outputs
​​";;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;9;"In terminal three:
 # virsh pool-start default
 
 # virsh pool-refresh default
​​";"
​​";;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;10;"Check terminal two output:
​​";"In terminal two, virsh command outputs the event ""refresh"" and exits.
 
 # virsh pool-event --event refresh
 event 'refresh' for storage pool default
 events received: 1
​​";;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;11;--loop           loop until timeout or interrupt, rather than one-shot;​​;;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;12;"In terminal one:
 # virsh pool-event --event lifecycle --loop
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;13;"In terminal two:
 # virsh pool-destroy default
​​";Pool default destroyed;;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;14;"Check terminal one
​​";"In terminal one, virsh command outputs the event ""Stopped"" and doesn't exit:
 
 # virsh pool-event --event lifecycle --loop
 event 'lifecycle' for storage pool default: Stopped
​​";;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;15;"In terminal two:
 # virsh pool-start default
​​";Pool default started;;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;16;Check terminal one;"In terminal one, virsh command outputs the event ""Started"" and doesn't exit:
 
 # virsh pool-event --event lifecycle --loop
 event 'lifecycle' for storage pool default: Stopped
 event 'lifecycle' for storage pool default: Started";;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;17;"Use Ctrl+C to interrupt the virsh command
​​";"Virsh command exits:
 
 # virsh pool-event --event lifecycle --loop
 event 'lifecycle' for storage pool default: Stopped
 event 'lifecycle' for storage pool default: Started
 ^Cevent loop interrupted
 events received: 2
 
 [root@fjin-6-200 ~]#
​​";;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;18;--timestamp      show timestamp for each printed event;​​;;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;19;"In terminal one:
 # virsh pool-event --event lifecycle --loop --timestamp
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;20;"In terminal two:
 # virsh pool-destroy default
 Pool default destroyed
 
 # virsh pool-start default
 Pool default started
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;21;"Check terminal one
​​";"In terminal one, virsh command outputs the two events with timestamp:
 
 # virsh pool-event --event lifecycle --loop --timestamp
 2016-07-05 04:26:59.923+0000: event 'lifecycle' for storage pool default: Stopped
 2016-07-05 04:27:05.901+0000: event 'lifecycle' for storage pool default: Started
​​";;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;22;--timeout <number>  timeout seconds;​​;;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;23;"In terminal one:
 # time virsh pool-event --event lifecycle --loop --timeout 10
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59110
1295;;;;;;;;;24;"In terminal two, issue the following commands within 10s:
 # virsh pool-destroy default
 Pool default destroyed
 
 # virsh pool-start default
 Pool default started
 
 # virsh pool-destroy default
 Pool default destroyed
 
 # virsh pool-start default
 
​​";​​;;RedHatEnterpriseLinux7/RHEL7-59110
